sex,edyrs,usmarl,usdurl,usdocl,reltrip,paistrip,sport,social,age,minors,land,property,business,METROCAT,usunemp,inus,sons,daus,hrwage_adj_2019,pre_irca,irca,iirira,pais_pre_irca,pais_irca,pais_iirira
1.0,7.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,52.0,1.0,0.0,1.0,1.0,2.0,0.04,0.0,1.0,1.0,13.361864111498258,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,50.0,5.0,0.0,0.0,0.0,4.0,0.075,0.0,1.0,1.0,10.02219173200285,0.0,1.0,0.0,0.0,0.0,0.0
1.0,9.0,2.0,24.0,8.0,1.0,2.0,2.0,2.0,19.0,0.0,0.0,1.0,0.0,3.0,0.051,0.0,0.0,2.0,15.708571428571428,0.0,0.0,1.0,0.0,0.0,0.0
1.0,9.0,1.0,36.0,8.0,2.0,2.0,2.0,2.0,25.0,1.0,0.0,1.0,0.0,3.0,0.07,0.0,2.0,2.0,16.328458029197083,1.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0,1.0,66.0,4.0,2.0,1.0,2.0,2.0,40.0,3.0,0.0,0.0,0.0,1.0,0.042,0.0,2.0,0.0,13.811002400960383,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,1.0,54.0,8.0,1.0,1.0,2.0,2.0,32.0,3.0,0.0,1.0,0.0,3.0,0.046,0.0,1.0,2.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,16.0,2.0,84.0,5.0,2.0,1.0,2.0,2.0,19.0,0.0,0.0,0.0,0.0,4.0,0.075,0.0,2.0,2.0,34.44848893166506,1.0,0.0,0.0,1.0,0.0,0.0
1.0,5.0,1.0,30.0,8.0,1.0,1.0,1.0,2.0,27.0,1.0,1.0,2.0,0.0,2.0,0.093,0.0,0.0,0.0,11.91668569990258,0.0,0.0,1.0,0.0,0.0,0.0
1.0,9.0,1.0,12.0,8.0,1.0,2.0,2.0,2.0,32.0,1.0,0.0,1.0,0.0,4.0,0.093,0.0,2.0,0.0,14.300022839883097,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,186.0,8.0,1.0,1.0,2.0,2.0,35.0,2.0,1.0,1.0,0.0,4.0,0.055,0.0,0.0,0.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,5.0,1.0,12.0,5.0,1.0,1.0,2.0,2.0,61.0,0.0,0.0,1.0,1.0,1.0,0.056,0.0,0.0,0.0,11.74277559055118,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,10.0,8.0,1.0,2.0,2.0,2.0,25.0,3.0,0.0,0.0,1.0,2.0,0.045,0.0,1.0,3.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,9.0,1.0,24.0,8.0,2.0,1.0,2.0,1.0,32.0,2.0,0.0,2.0,0.0,2.0,0.058,0.0,0.0,3.0,9.49943103440268,0.0,0.0,1.0,0.0,0.0,1.0
1.0,3.0,1.0,12.0,5.0,2.0,1.0,2.0,2.0,39.0,3.0,0.0,1.0,1.0,3.0,0.062,0.0,0.0,0.0,19.69189040492958,0.0,1.0,0.0,0.0,1.0,0.0
1.0,5.0,1.0,12.0,8.0,2.0,1.0,2.0,1.0,23.0,1.0,0.0,0.0,0.0,3.0,0.046,0.0,0.0,3.0,9.864166449633938,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,1.0,222.0,8.0,1.0,1.0,2.0,2.0,36.0,1.0,0.0,1.0,0.0,2.0,0.097,1.0,2.0,2.0,17.220419689119172,1.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,1.0,222.0,8.0,1.0,2.0,2.0,2.0,35.0,2.0,0.0,1.0,0.0,2.0,0.049,0.0,0.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,3.0,1.0,30.0,8.0,2.0,1.0,2.0,2.0,54.0,3.0,1.0,1.0,2.0,4.0,0.058,0.0,3.0,1.0,7.105530850472485,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,32.0,1.0,0.0,1.0,0.0,2.0,0.04,0.0,1.0,0.0,9.650235191637632,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,366.0,8.0,1.0,1.0,2.0,1.0,36.0,1.0,0.0,1.0,0.0,3.0,0.072,1.0,0.0,0.0,35.63991635687733,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,7.0,8.0,2.0,1.0,2.0,2.0,23.0,3.0,0.0,0.0,0.0,3.0,0.071,0.0,2.0,2.0,7.756583737864077,1.0,0.0,0.0,1.0,0.0,0.0
1.0,6.0,2.0,36.0,8.0,1.0,1.0,2.0,2.0,19.0,0.0,0.0,0.0,0.0,4.0,0.053,0.0,2.0,1.0,16.494,0.0,1.0,0.0,0.0,1.0,0.0
1.0,5.0,2.0,60.0,8.0,2.0,1.0,2.0,2.0,23.0,0.0,0.0,0.0,0.0,1.0,0.049,0.0,1.0,1.0,11.843323183569808,1.0,0.0,0.0,1.0,0.0,0.0
1.0,12.0,2.0,24.0,8.0,2.0,1.0,2.0,2.0,35.0,0.0,0.0,0.0,0.0,3.0,0.058,0.0,1.0,1.0,7.816083935519734,0.0,0.0,1.0,0.0,0.0,1.0
1.0,9.0,1.0,10.0,5.0,1.0,1.0,2.0,2.0,26.0,3.0,0.0,1.0,0.0,2.0,0.042,0.0,1.0,2.0,10.35825180072029,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,1.0,516.0,8.0,1.0,1.0,2.0,1.0,25.0,3.0,0.0,1.0,0.0,3.0,0.059,1.0,0.0,0.0,22.093814814814817,1.0,0.0,0.0,1.0,0.0,0.0
1.0,4.0,1.0,240.0,8.0,2.0,1.0,1.0,1.0,42.0,5.0,0.0,1.0,0.0,2.0,0.075,0.0,0.0,1.0,17.22424446583253,1.0,0.0,0.0,1.0,0.0,0.0
1.0,9.0,2.0,12.0,8.0,1.0,1.0,1.0,2.0,37.0,7.0,0.0,1.0,0.0,3.0,0.058,0.0,2.0,2.0,5.937144396501675,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5.0,1.0,48.0,8.0,1.0,1.0,2.0,1.0,26.0,1.0,0.0,1.0,0.0,4.0,0.042,0.0,1.0,1.0,11.509168667466987,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,1.0,60.0,8.0,1.0,2.0,1.0,1.0,39.0,1.0,0.0,0.0,0.0,2.0,0.072,0.0,2.0,0.0,11.843323183569808,1.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0,1.0,42.0,1.0,1.0,1.0,2.0,2.0,32.0,3.0,0.0,1.0,0.0,2.0,0.049,0.0,0.0,0.0,13.539467289719626,0.0,0.0,1.0,0.0,0.0,0.0
1.0,7.0,2.0,10.0,8.0,2.0,1.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,2.0,0.053,0.0,1.0,1.0,10.30875,0.0,1.0,0.0,0.0,1.0,0.0
1.0,6.0,1.0,5.0,8.0,1.0,1.0,2.0,2.0,33.0,3.0,0.0,1.0,0.0,4.0,0.071,0.0,3.0,0.0,9.307900485436893,1.0,0.0,0.0,1.0,0.0,0.0
1.0,6.0,1.0,30.0,8.0,2.0,1.0,2.0,2.0,30.0,5.0,0.0,1.0,0.0,4.0,0.058,0.0,3.0,2.0,9.94774319066148,0.0,0.0,1.0,0.0,0.0,1.0
1.0,9.0,1.0,7.0,8.0,2.0,2.0,2.0,2.0,22.0,1.0,0.0,0.0,0.0,2.0,0.075,0.0,2.0,1.0,13.533334937439848,1.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0,1.0,144.0,8.0,1.0,2.0,2.0,2.0,32.0,0.0,0.0,1.0,0.0,4.0,0.068,1.0,0.0,0.0,8.916084801762116,0.0,1.0,0.0,0.0,0.0,0.0
1.0,3.0,1.0,60.0,8.0,1.0,2.0,2.0,2.0,21.0,1.0,0.0,0.0,0.0,2.0,0.055,1.0,3.0,0.0,11.843323183569808,0.0,1.0,0.0,0.0,0.0,0.0
1.0,6.0,1.0,12.0,1.0,2.0,1.0,2.0,2.0,53.0,1.0,0.0,1.0,0.0,3.0,0.055,0.0,0.0,0.0,21.65437797776601,0.0,0.0,1.0,0.0,0.0,1.0
1.0,5.0,1.0,24.0,8.0,2.0,2.0,2.0,2.0,19.0,2.0,0.0,0.0,0.0,2.0,0.068,0.0,3.0,1.0,14.078028634361235,0.0,1.0,0.0,0.0,0.0,0.0
1.0,9.0,1.0,78.0,6.0,1.0,1.0,2.0,2.0,42.0,3.0,1.0,1.0,1.0,2.0,0.049,1.0,1.0,1.0,27.07893457943925,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,34.0,0.0,0.0,1.0,0.0,2.0,0.042,0.0,0.0,0.0,21.483781512605045,0.0,0.0,1.0,0.0,0.0,1.0
1.0,3.0,1.0,5.0,3.0,1.0,1.0,2.0,2.0,44.0,9.0,0.0,1.0,0.0,1.0,0.058,0.0,2.0,1.0,11.843323183569808,1.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,12.0,8.0,1.0,1.0,2.0,2.0,30.0,3.0,0.0,1.0,0.0,4.0,0.055,0.0,2.0,1.0,20.30097935415564,0.0,0.0,1.0,0.0,0.0,0.0
1.0,2.0,1.0,9.0,4.0,2.0,1.0,1.0,2.0,25.0,2.0,0.0,0.0,0.0,2.0,0.056,0.0,2.0,0.0,11.843323183569808,0.0,1.0,0.0,0.0,1.0,0.0
1.0,9.0,1.0,42.0,8.0,1.0,1.0,2.0,1.0,28.0,2.0,0.0,1.0,0.0,4.0,0.047,0.0,3.0,0.0,16.38456775832863,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4.0,1.0,18.0,8.0,1.0,1.0,2.0,2.0,49.0,4.0,0.0,0.0,0.0,1.0,0.058,0.0,4.0,3.0,12.789955530850472,0.0,0.0,1.0,0.0,0.0,0.0
1.0,9.0,1.0,72.0,8.0,1.0,2.0,2.0,2.0,22.0,0.0,0.0,1.0,0.0,2.0,0.051,0.0,0.0,0.0,12.43595238095238,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,24.0,8.0,1.0,1.0,2.0,1.0,53.0,2.0,1.0,1.0,0.0,3.0,0.06,0.0,0.0,0.0,12.50496195652174,0.0,0.0,1.0,0.0,0.0,1.0
1.0,16.0,2.0,12.0,5.0,2.0,1.0,2.0,2.0,24.0,0.0,0.0,1.0,0.0,1.0,0.058,0.0,3.0,2.0,19.18493329627571,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,144.0,8.0,1.0,2.0,1.0,1.0,27.0,1.0,0.0,0.0,0.0,3.0,0.045,1.0,1.0,1.0,5.489567484662577,0.0,0.0,1.0,0.0,0.0,0.0
1.0,8.0,2.0,120.0,8.0,1.0,2.0,2.0,2.0,24.0,2.0,0.0,0.0,0.0,4.0,0.058,1.0,1.0,2.0,14.21106170094497,0.0,0.0,1.0,0.0,0.0,0.0
1.0,10.0,2.0,24.0,8.0,1.0,1.0,2.0,2.0,18.0,0.0,1.0,0.0,0.0,4.0,0.06,0.0,1.0,0.0,9.72608152173913,0.0,0.0,1.0,0.0,0.0,1.0
1.0,9.0,1.0,30.0,8.0,2.0,1.0,2.0,2.0,32.0,3.0,0.0,1.0,0.0,2.0,0.04,0.0,1.0,2.0,6.680932055749129,0.0,0.0,1.0,0.0,0.0,1.0
1.0,4.0,1.0,12.0,8.0,1.0,1.0,2.0,2.0,23.0,1.0,0.0,2.0,0.0,4.0,0.053,0.0,0.0,0.0,8.247,0.0,1.0,0.0,0.0,1.0,0.0
1.0,4.0,2.0,7.0,8.0,2.0,1.0,1.0,1.0,29.0,0.0,0.0,1.0,1.0,2.0,0.053,0.0,0.0,1.0,14.432250000000002,0.0,1.0,0.0,0.0,1.0,0.0
1.0,6.0,1.0,20.0,8.0,1.0,1.0,2.0,2.0,32.0,2.0,0.0,0.0,0.0,3.0,0.054,0.0,2.0,1.0,6.925062141491395,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,12.0,8.0,1.0,2.0,2.0,2.0,41.0,2.0,0.0,1.0,0.0,3.0,0.04,0.0,0.0,0.0,14.846515679442511,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,84.0,8.0,1.0,1.0,1.0,1.0,33.0,3.0,0.0,0.0,0.0,4.0,0.047,0.0,1.0,1.0,11.548594014680972,0.0,0.0,1.0,0.0,0.0,1.0
1.0,4.0,1.0,6.0,8.0,1.0,1.0,2.0,2.0,36.0,3.0,0.0,1.0,0.0,2.0,0.045,0.0,3.0,0.0,1.882137423312884,0.0,0.0,1.0,0.0,0.0,0.0
1.0,2.0,2.0,6.0,8.0,2.0,1.0,2.0,2.0,19.0,0.0,0.0,0.0,0.0,2.0,0.071,0.0,0.0,2.0,8.377110436893204,1.0,0.0,0.0,1.0,0.0,0.0
1.0,3.0,2.0,54.0,8.0,1.0,1.0,2.0,2.0,50.0,4.0,0.0,1.0,0.0,4.0,0.04,0.0,3.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,4.0,2.0,24.0,8.0,1.0,2.0,2.0,2.0,20.0,0.0,0.0,1.0,0.0,4.0,0.077,0.0,0.0,1.0,13.479279437609842,1.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,1.0,6.0,8.0,1.0,1.0,2.0,2.0,20.0,1.0,0.0,1.0,0.0,2.0,0.049,0.0,0.0,1.0,4.778635514018692,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,264.0,8.0,1.0,1.0,2.0,2.0,27.0,3.0,1.0,0.0,0.0,4.0,0.072,0.0,0.0,2.0,11.87997211895911,1.0,0.0,0.0,1.0,0.0,0.0
1.0,12.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,45.0,2.0,0.0,1.0,1.0,2.0,0.042,0.0,0.0,2.0,4.603667466986795,0.0,0.0,1.0,0.0,0.0,1.0
1.0,12.0,1.0,18.0,3.0,1.0,1.0,2.0,2.0,22.0,2.0,0.0,2.0,0.0,3.0,0.047,1.0,0.0,2.0,18.76646527385658,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,84.0,8.0,1.0,2.0,2.0,2.0,25.0,1.0,1.0,1.0,0.0,4.0,0.061,0.0,0.0,1.0,8.625404858299596,0.0,1.0,0.0,0.0,0.0,0.0
1.0,9.0,2.0,36.0,8.0,1.0,1.0,2.0,2.0,23.0,0.0,0.0,0.0,0.0,2.0,0.058,0.0,2.0,0.0,10.686859913703014,0.0,0.0,1.0,0.0,0.0,1.0
1.0,1.0,2.0,6.0,8.0,1.0,1.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,2.0,0.038,0.0,1.0,1.0,11.835972222222225,1.0,0.0,0.0,0.0,0.0,0.0
1.0,12.0,1.0,30.0,5.0,1.0,1.0,2.0,2.0,27.0,1.0,0.0,1.0,0.0,1.0,0.058,1.0,1.0,0.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,5.0,8.0,1.0,1.0,2.0,2.0,24.0,1.0,0.0,0.0,0.0,2.0,0.042,0.0,2.0,1.0,21.483781512605045,0.0,0.0,1.0,0.0,0.0,1.0
1.0,4.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,30.0,2.0,0.0,3.0,0.0,2.0,0.04,0.0,0.0,0.0,13.361864111498258,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,30.0,8.0,1.0,2.0,2.0,2.0,31.0,2.0,0.0,1.0,0.0,3.0,0.045,0.0,2.0,0.0,19.605598159509203,0.0,0.0,1.0,0.0,0.0,0.0
1.0,17.0,1.0,66.0,8.0,2.0,2.0,2.0,1.0,40.0,2.0,1.0,1.0,0.0,1.0,0.042,0.0,1.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,12.0,8.0,1.0,2.0,2.0,2.0,50.0,1.0,0.0,1.0,0.0,3.0,0.058,0.0,1.0,0.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,12.0,2.0,84.0,5.0,1.0,1.0,2.0,2.0,24.0,0.0,0.0,0.0,0.0,1.0,0.056,0.0,1.0,1.0,13.692417750573837,0.0,1.0,0.0,0.0,0.0,0.0
1.0,9.0,1.0,72.0,8.0,1.0,1.0,2.0,2.0,35.0,3.0,0.0,1.0,1.0,3.0,0.051,0.0,1.0,2.0,7.854285714285714,0.0,0.0,1.0,0.0,0.0,1.0
1.0,3.0,1.0,4.0,8.0,1.0,1.0,2.0,2.0,41.0,4.0,0.0,0.0,0.0,3.0,0.042,0.0,1.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,30.0,8.0,1.0,2.0,2.0,2.0,20.0,3.0,0.0,1.0,0.0,1.0,0.045,0.0,2.0,1.0,25.09516564417178,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,34.0,2.0,0.0,1.0,0.0,2.0,0.056,0.0,1.0,1.0,14909.969921259844,0.0,1.0,0.0,0.0,0.0,0.0
1.0,9.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,38.0,2.0,0.0,1.0,0.0,1.0,0.04,0.0,1.0,1.0,8.907909407665505,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,2.0,44.0,1.0,0.0,1.0,0.0,3.0,0.047,0.0,1.0,1.0,8.66144551101073,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,12.0,8.0,2.0,1.0,2.0,2.0,22.0,1.0,0.0,0.0,1.0,3.0,0.042,0.0,1.0,2.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,9.0,2.0,90.0,8.0,1.0,2.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,3.0,0.075,0.0,0.0,1.0,10.02219173200285,0.0,1.0,0.0,0.0,0.0,0.0
1.0,9.0,1.0,54.0,8.0,1.0,1.0,2.0,2.0,34.0,2.0,0.0,1.0,0.0,2.0,0.054,0.0,0.0,2.0,9.776558317399616,0.0,1.0,0.0,0.0,0.0,0.0
1.0,6.0,2.0,342.0,8.0,2.0,1.0,2.0,2.0,18.0,0.0,0.0,0.0,0.0,3.0,0.055,1.0,2.0,1.0,14.587360524091295,0.0,1.0,0.0,0.0,1.0,0.0
1.0,18.0,2.0,12.0,8.0,2.0,1.0,2.0,2.0,34.0,0.0,0.0,0.0,0.0,3.0,0.068,0.0,1.0,0.0,7.508281938325992,0.0,1.0,0.0,0.0,1.0,0.0
1.0,3.0,1.0,60.0,8.0,1.0,1.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,3.0,0.061,1.0,3.0,1.0,11.843323183569808,0.0,1.0,0.0,0.0,1.0,0.0
1.0,6.0,1.0,36.0,8.0,2.0,1.0,2.0,2.0,25.0,1.0,0.0,1.0,0.0,3.0,0.055,0.0,0.0,1.0,11.843323183569808,0.0,1.0,0.0,0.0,1.0,0.0
1.0,3.0,1.0,10.0,3.0,1.0,1.0,1.0,1.0,50.0,4.0,1.0,1.0,1.0,3.0,0.042,0.0,2.0,1.0,16.112836134453783,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,35.0,3.0,0.0,1.0,1.0,3.0,0.047,0.0,3.0,0.0,12.992168266516092,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,51.0,1.0,0.0,1.0,0.0,4.0,0.042,0.0,1.0,0.0,10.741890756302524,0.0,0.0,1.0,0.0,0.0,0.0
1.0,2.0,1.0,120.0,8.0,1.0,1.0,2.0,2.0,24.0,2.0,0.0,1.0,0.0,3.0,0.056,0.0,2.0,1.0,10.371480730223125,1.0,0.0,0.0,1.0,0.0,0.0
1.0,9.0,1.0,12.0,8.0,1.0,2.0,2.0,2.0,30.0,1.0,0.0,1.0,1.0,3.0,0.045,0.0,1.0,6.0,10.979134969325154,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,12.0,8.0,2.0,1.0,2.0,1.0,31.0,6.0,0.0,1.0,2.0,3.0,0.076,0.0,0.0,0.0,11.843323183569808,1.0,0.0,0.0,1.0,0.0,0.0
1.0,6.0,2.0,156.0,8.0,1.0,1.0,2.0,2.0,19.0,0.0,0.0,0.0,0.0,3.0,0.062,0.0,1.0,2.0,29.256522887323943,0.0,1.0,0.0,0.0,1.0,0.0
1.0,6.0,1.0,12.0,8.0,2.0,1.0,2.0,2.0,37.0,3.0,1.0,1.0,0.0,3.0,0.04,0.0,1.0,2.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,9.0,1.0,42.0,8.0,1.0,1.0,2.0,2.0,33.0,2.0,0.0,1.0,0.0,3.0,0.046,0.0,1.0,1.0,11.413258928571429,0.0,0.0,1.0,0.0,0.0,1.0
2.0,12.0,1.0,36.0,8.0,1.0,2.0,2.0,1.0,33.0,0.0,0.0,1.0,0.0,4.0,0.042,1.0,1.0,1.0,10.741890756302524,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,18.0,1.0,1.0,1.0,2.0,2.0,29.0,3.0,0.0,1.0,0.0,3.0,0.04,0.0,1.0,2.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,9.0,2.0,12.0,8.0,1.0,1.0,2.0,2.0,18.0,0.0,0.0,0.0,0.0,3.0,0.069,0.0,1.0,2.0,11.843323183569808,0.0,1.0,0.0,0.0,1.0,0.0
1.0,7.0,1.0,12.0,8.0,2.0,1.0,2.0,2.0,26.0,2.0,0.0,1.0,0.0,2.0,0.042,0.0,2.0,1.0,9.20733493397359,0.0,0.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,180.0,8.0,1.0,2.0,2.0,2.0,35.0,4.0,0.0,0.0,0.0,3.0,0.072,0.0,0.0,0.0,47.51988847583644,1.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,1.0,78.0,8.0,1.0,1.0,2.0,2.0,42.0,3.0,1.0,0.0,1.0,3.0,0.06,0.0,1.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,2.0,12.0,8.0,1.0,2.0,2.0,2.0,18.0,0.0,0.0,0.0,0.0,2.0,0.075,0.0,0.0,0.0,18.222166785459727,0.0,1.0,0.0,0.0,0.0,0.0
1.0,6.0,1.0,60.0,8.0,1.0,2.0,2.0,2.0,23.0,3.0,0.0,0.0,0.0,3.0,0.069,1.0,1.0,2.0,8.846262975778547,0.0,1.0,0.0,0.0,0.0,0.0
1.0,9.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,33.0,3.0,0.0,1.0,0.0,4.0,0.06,0.0,2.0,1.0,11.115521739130434,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,36.0,8.0,1.0,2.0,2.0,2.0,30.0,0.0,0.0,0.0,0.0,4.0,0.075,0.0,2.0,0.0,12.75551674982181,0.0,1.0,0.0,0.0,0.0,0.0
1.0,9.0,1.0,60.0,8.0,2.0,1.0,2.0,2.0,27.0,2.0,0.0,1.0,0.0,4.0,0.093,0.0,1.0,2.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,42.0,3.0,0.0,1.0,0.0,2.0,0.045,0.0,2.0,1.0,9.410687116564418,0.0,0.0,1.0,0.0,0.0,1.0
1.0,9.0,1.0,24.0,8.0,1.0,2.0,2.0,2.0,21.0,1.0,0.0,1.0,0.0,2.0,0.055,0.0,1.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,48.0,8.0,1.0,1.0,1.0,2.0,33.0,5.0,1.0,1.0,0.0,4.0,0.061,0.0,1.0,1.0,11.843323183569808,1.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,21.0,2.0,0.0,1.0,0.0,2.0,0.051,0.0,1.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,12.0,8.0,2.0,1.0,2.0,2.0,39.0,6.0,0.0,0.0,0.0,3.0,0.061,0.0,0.0,1.0,14.7041986196319,1.0,0.0,0.0,1.0,0.0,0.0
1.0,6.0,1.0,162.0,8.0,1.0,1.0,1.0,2.0,26.0,2.0,0.0,0.0,0.0,4.0,0.056,0.0,0.0,3.0,21.516656465187456,0.0,1.0,0.0,0.0,0.0,0.0
1.0,4.0,1.0,66.0,1.0,1.0,1.0,1.0,1.0,34.0,4.0,0.0,2.0,0.0,2.0,0.056,1.0,1.0,3.0,33.5507874015748,0.0,1.0,0.0,0.0,0.0,0.0
1.0,9.0,1.0,10.0,8.0,2.0,1.0,2.0,2.0,29.0,1.0,0.0,0.0,0.0,3.0,0.061,0.0,1.0,2.0,8.625404858299596,0.0,1.0,0.0,0.0,1.0,0.0
1.0,2.0,1.0,6.0,8.0,1.0,1.0,2.0,2.0,35.0,7.0,0.0,0.0,0.0,4.0,0.068,0.0,0.0,0.0,8.44681718061674,0.0,1.0,0.0,0.0,1.0,0.0
1.0,3.0,1.0,36.0,8.0,1.0,2.0,2.0,2.0,24.0,2.0,0.0,0.0,0.0,2.0,0.058,0.0,2.0,1.0,14.085785123966945,1.0,0.0,0.0,0.0,0.0,0.0
1.0,9.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,38.0,2.0,0.0,2.0,0.0,4.0,0.046,0.0,1.0,2.0,13.563228868246666,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,12.0,8.0,1.0,1.0,2.0,2.0,22.0,1.0,0.0,0.0,0.0,2.0,0.049,0.0,1.0,1.0,28.790202702702704,1.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,1.0,12.0,6.0,1.0,1.0,2.0,2.0,42.0,0.0,0.0,0.0,0.0,1.0,0.077,0.0,0.0,1.0,15.725826010544818,1.0,0.0,0.0,1.0,0.0,0.0
1.0,2.0,1.0,312.0,5.0,1.0,2.0,1.0,1.0,38.0,4.0,0.0,0.0,0.0,3.0,0.07,1.0,0.0,0.0,11.843323183569808,1.0,0.0,0.0,0.0,0.0,0.0
1.0,12.0,1.0,96.0,8.0,2.0,2.0,2.0,2.0,24.0,0.0,0.0,1.0,0.0,3.0,0.055,0.0,1.0,1.0,388.9962806424345,0.0,1.0,0.0,0.0,0.0,0.0
1.0,6.0,1.0,90.0,8.0,1.0,1.0,2.0,2.0,37.0,3.0,0.0,1.0,0.0,4.0,0.04,0.0,1.0,2.0,9.130607142857144,0.0,0.0,1.0,0.0,0.0,0.0
1.0,12.0,1.0,18.0,1.0,2.0,2.0,2.0,2.0,48.0,1.0,0.0,2.0,1.0,3.0,0.081,0.0,0.0,2.0,18.10780744944346,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,12.0,8.0,1.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,2.0,0.049,0.0,5.0,2.0,11.843323183569808,1.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0,1.0,16.0,3.0,2.0,2.0,2.0,2.0,39.0,6.0,0.0,1.0,0.0,4.0,0.051,0.0,1.0,1.0,7.199761904761905,0.0,0.0,1.0,0.0,0.0,0.0
