birth_cohort,education,labor_exp_age45,first_migration_age,total_trips,legal_status,latest_us_occupation,accumulated_us_experience,mean_proportion_low_income,occ_age25,occ_age45,label
1926,1.0,31.583333333333332,30.0,2,WOD,Agrarian,7.0,0.40028013555916675,MLQ,MLQ,no_movement
1942,6.0,34.0,17.0,1,WD,Other,24.0,0.40028013555916675,MHQ,MHQ,no_movement
1960,8.0,29.333333333333332,15.0,1,WD,Other,36.0,0.40028013555916675,NMLQ,N/A,undetermined
1955,12.0,28.0,43.0,1,WD,Manual,84.0,0.40028013555916675,MHQ,MHQ,no_movement
1965,12.0,21.833333333333332,35.0,1,WOD,Manual,10.0,0.40028013555916675,MHQ,N/A,undetermined
1938,3.0,33.0,42.0,1,WD,Agrarian,288.0,0.40028013555916675,MLQ,MLQ,no_movement
1950,0.0,33.25,23.0,1,WD,Agrarian,3.0,0.40028013555916675,MLQ,MLQ,no_movement
1933,4.0,32.5,25.0,2,WOD,Manual,306.0,0.40028013555916675,MLQ,MHQ,upward
1958,17.0,22.583333333333332,36.0,3,WOD,Manual,19.0,0.40028013555916675,MHQ,NMHQ,upward
1948,8.0,33.0,21.0,6,WOD,Manual,382.0,0.40028013555916675,MHQ,MHQ,no_movement
1967,9.0,20.5,19.0,2,WD,Agrarian,42.0,0.40028013555916675,MHQ,N/A,undetermined
1942,6.0,23.5,44.0,1,WD,Other,6.0,0.40028013555916675,MLQ,MLQ,no_movement
1961,9.0,30.0,42.0,1,WD,Agrarian,6.0,0.40028013555916675,MLQ,N/A,undetermined
1940,9.0,33.0,27.0,4,WD,Manual,240.0,0.40028013555916675,MHQ,MHQ,no_movement
1945,16.0,30.0,23.0,1,WOD,Agrarian,36.0,0.40028013555916675,MLQ,NMHQ,upward
1955,6.0,34.0,28.0,1,WD,Manual,120.0,0.40028013555916675,MHQ,MHQ,no_movement
1946,0.0,28.0,24.0,18,WD,Manual,156.0,0.40028013555916675,MLQ,MLQ,no_movement
1952,7.0,34.0,27.0,1,WD,Manual,48.0,0.40028013555916675,MLQ,MHQ,upward
1930,0.0,33.5,25.0,1,WOD,Agrarian,6.0,0.40028013555916675,MLQ,MLQ,no_movement
1960,3.0,25.333333333333332,22.0,3,WD,Agrarian,16.0,0.40028013555916675,MLQ,N/A,undetermined
1941,3.0,33.0,36.0,1,WD,Agrarian,300.0,0.40028013555916675,MLQ,MLQ,no_movement
1951,3.0,31.0,18.0,1,WD,Manual,36.0,0.40028013555916675,MHQ,MHQ,no_movement
1967,10.0,25.5,21.0,1,WOD,Other,6.0,0.40028013555916675,MHQ,N/A,undetermined
1959,6.0,30.0,16.0,1,WOD,Agrarian,12.0,0.40028013555916675,MHQ,MHQ,no_movement
1936,3.0,27.0,19.0,1,WOD,Agrarian,12.0,0.40028013555916675,MHQ,Unemployed,downward
1961,12.0,26.0,39.0,1,WOD,Manual,60.0,0.40028013555916675,MHQ,N/A,undetermined
1964,9.0,22.25,24.0,1,WD,Manual,15.0,0.40028013555916675,MHQ,N/A,undetermined
1934,0.0,32.0,23.0,2,WOD,Agrarian,12.0,0.40028013555916675,MLQ,MLQ,no_movement
1920,1.0,32.333333333333336,29.0,1,WD,Agrarian,4.0,0.40028013555916675,MLQ,MHQ,upward
1945,6.0,30.0,32.0,1,WD,Manual,48.0,0.40028013555916675,MHQ,MLQ,downward
1969,8.0,21.0,16.0,4,WD,Other,27.0,0.40028013555916675,MHQ,N/A,undetermined
1938,0.0,32.0,56.0,3,WD,Agrarian,21.0,0.40028013555916675,MLQ,NMLQ,upward
1958,3.0,29.666666666666668,36.0,2,WD,Other,8.0,0.40028013555916675,MHQ,MHQ,no_movement
1963,8.0,25.916666666666668,40.0,1,WOD,Manual,5.0,0.40028013555916675,MHQ,N/A,undetermined
1936,0.0,34.0,46.0,2,WD,Agrarian,9.0,0.40028013555916675,MLQ,MLQ,no_movement
1940,0.0,31.0,46.0,2,WOD,Manual,96.0,0.40028013555916675,MLQ,MHQ,upward
1975,9.0,17.0,27.0,1,WD,Manual,12.0,0.40028013555916675,MHQ,N/A,undetermined
1927,0.0,30.666666666666668,23.0,3,WOD,Agrarian,8.0,0.40028013555916675,MLQ,MLQ,no_movement
1946,6.0,33.333333333333336,30.0,1,WD,Manual,16.0,0.40028013555916675,MHQ,MHQ,no_movement
1926,0.0,29.5,19.0,7,WOD,Agrarian,83.0,0.40028013555916675,MLQ,MLQ,no_movement
1953,17.0,27.916666666666668,16.0,7,WD,Other,92.0,0.40028013555916675,MHQ,N/A,undetermined
1947,0.0,33.0,38.0,1,WD,Agrarian,12.0,0.24605602777024227,MLQ,MLQ,no_movement
1955,2.0,32.333333333333336,17.0,2,WD,Manual,88.0,0.24605602777024227,MLQ,MHQ,upward
1935,3.0,32.25,20.0,1,WOD,Agrarian,3.0,0.24605602777024227,NMHQ,NMHQ,no_movement
1978,6.0,15.0,23.0,2,WD,Agrarian,24.0,0.24605602777024227,MLQ,N/A,undetermined
1957,2.0,33.0,23.0,1,WD,Manual,72.0,0.24605602777024227,MHQ,MLQ,downward
1966,0.0,26.0,34.0,1,WD,Agrarian,48.0,0.24605602777024227,MLQ,N/A,undetermined
1958,2.0,31.916666666666668,23.0,2,WD,Manual,11.0,0.24605602777024227,MLQ,MLQ,no_movement
1983,3.0,9.5,22.0,1,WD,Agrarian,6.0,0.24605602777024227,N/A,N/A,undetermined
1967,6.0,25.583333333333332,16.0,1,WD,Agrarian,7.0,0.24605602777024227,MLQ,N/A,undetermined
1938,0.0,35.666666666666664,42.0,1,WD,Manual,8.0,0.24605602777024227,MLQ,MLQ,no_movement
1973,0.0,19.5,27.0,2,WD,Manual,24.0,0.24605602777024227,MLQ,N/A,undetermined
1969,3.0,24.0,17.0,2,WD,Manual,24.0,0.24605602777024227,MLQ,N/A,undetermined
1963,3.0,29.5,25.0,1,WOD,Agrarian,210.0,0.24605602777024227,MHQ,N/A,undetermined
1965,1.0,26.75,17.0,2,WD,Agrarian,39.0,0.24605602777024227,MLQ,N/A,undetermined
1982,6.0,11.0,18.0,1,WD,Manual,48.0,0.24605602777024227,N/A,N/A,undetermined
1946,0.0,33.0,42.0,2,WD,Manual,24.0,0.24605602777024227,MLQ,MLQ,no_movement
1956,3.0,31.583333333333332,24.0,3,WD,Agrarian,19.0,0.24605602777024227,MLQ,MLQ,no_movement
1957,3.0,32.5,23.0,3,WOD,Other,138.0,0.24605602777024227,MLQ,MHQ,upward
1972,2.0,20.583333333333332,18.0,1,WD,Agrarian,7.0,0.24605602777024227,MLQ,N/A,undetermined
1983,2.0,3.0,21.0,1,WD,Manual,24.0,0.24605602777024227,N/A,N/A,undetermined
1956,2.0,33.0,27.0,1,WD,Manual,36.0,0.24605602777024227,MHQ,MLQ,downward
1955,3.0,33.0,14.0,2,WD,Manual,24.0,0.24605602777024227,MLQ,MLQ,no_movement
1979,3.0,14.0,21.0,1,WD,Other,72.0,0.24605602777024227,NMLQ,N/A,undetermined
1976,6.0,13.5,17.0,2,WD,Manual,60.0,0.24605602777024227,MLQ,N/A,undetermined
1923,0.0,33.0,18.0,2,WD,Agrarian,72.0,0.24605602777024227,MLQ,MLQ,no_movement
1970,1.0,21.0,18.0,3,WD,Manual,48.0,0.24605602777024227,MHQ,N/A,undetermined
1973,4.0,20.0,17.0,2,WD,Manual,48.0,0.24605602777024227,MLQ,N/A,undetermined
1969,1.0,22.25,29.0,1,WD,Agrarian,3.0,0.24605602777024227,MLQ,N/A,undetermined
1966,0.0,25.5,15.0,4,WD,Agrarian,30.0,0.24605602777024227,MLQ,N/A,undetermined
1977,2.0,15.583333333333334,17.0,2,WD,Manual,31.0,0.24605602777024227,MLQ,N/A,undetermined
1963,1.0,28.5,14.0,2,WD,Other,44.0,0.24605602777024227,MLQ,N/A,undetermined
1930,1.0,32.25,25.0,1,WOD,Agrarian,3.0,0.24605602777024227,MLQ,NMHQ,upward
1959,6.0,20.0,27.0,9,WOD,Manual,59.0,0.24605602777024227,MLQ,NMHQ,upward
1931,0.0,33.0,54.0,1,WD,Agrarian,24.0,0.24605602777024227,MLQ,MLQ,no_movement
1960,3.0,32.333333333333336,37.0,2,WD,Agrarian,16.0,0.24605602777024227,MLQ,MLQ,no_movement
1932,0.0,32.0,20.0,1,WOD,Other,36.0,0.24605602777024227,MLQ,MLQ,no_movement
1977,6.0,15.583333333333334,18.0,1,WD,Other,7.0,0.24605602777024227,MLQ,N/A,undetermined
1969,6.0,23.166666666666668,17.0,2,WD,Agrarian,14.0,0.24605602777024227,MLQ,N/A,undetermined
1965,1.0,25.416666666666668,19.0,3,WD,Other,53.0,0.24605602777024227,MLQ,N/A,undetermined
1953,1.0,31.916666666666668,20.0,2,WD,Agrarian,11.0,0.24605602777024227,NMHQ,NMHQ,no_movement
1953,1.0,32.0,28.0,2,WD,Other,24.0,0.24605602777024227,MLQ,NMHQ,upward
1948,1.0,32.083333333333336,22.0,1,WD,Manual,13.0,0.24605602777024227,MLQ,MLQ,no_movement
1954,3.0,31.25,24.0,2,WD,Agrarian,39.0,0.24605602777024227,MLQ,MLQ,no_movement
1960,6.0,33.0,14.0,2,WD,Manual,324.0,0.24605602777024227,MLQ,NMHQ,upward
1945,6.0,33.0,28.0,2,WD,Manual,72.0,0.24605602777024227,MLQ,NMHQ,upward
1959,4.0,32.583333333333336,20.0,1,WD,Manual,19.0,0.24605602777024227,MLQ,MHQ,upward
1920,2.0,25.0,52.0,1,WD,Other,72.0,0.24605602777024227,Unemployed,Unemployed,no_movement
1952,2.0,27.25,18.0,1,WD,Manual,3.0,0.24605602777024227,MHQ,MLQ,downward
1974,6.0,17.916666666666668,,3,WD,Manual,29.0,0.24605602777024227,MLQ,N/A,undetermined
1954,3.0,33.0,31.0,1,WD,Other,36.0,0.24605602777024227,MLQ,MLQ,no_movement
1954,9.0,31.416666666666668,18.0,3,WOD,Manual,191.0,0.24605602777024227,MLQ,MLQ,no_movement
1940,5.0,33.0,19.0,1,WOD,Manual,312.0,0.24605602777024227,MHQ,NMHQ,upward
1937,3.0,23.25,20.0,19,WOD,Agrarian,187.0,0.24605602777024227,MLQ,NMHQ,upward
1946,3.0,30.25,25.0,9,WOD,Manual,246.0,0.24605602777024227,MHQ,MLQ,downward
1937,6.0,33.0,17.0,2,WD,Agrarian,288.0,0.24605602777024227,MLQ,NMHQ,upward
1946,3.0,32.666666666666664,22.0,2,WD,Manual,32.0,0.24605602777024227,NMHQ,NMHQ,no_movement
1948,1.0,33.0,21.0,2,WOD,Manual,168.0,0.24605602777024227,MHQ,NMHQ,upward
1926,3.0,33.0,42.0,1,WD,Agrarian,36.0,0.24605602777024227,MLQ,NMHQ,upward
1952,3.0,33.0,24.0,2,WD,Manual,36.0,0.24605602777024227,MHQ,MLQ,downward
1955,0.0,33.0,24.0,2,WOD,Manual,30.0,0.24605602777024227,MHQ,MLQ,downward
1952,3.0,33.0,46.0,1,WOD,Other,96.0,0.24605602777024227,MLQ,MLQ,no_movement
1984,5.0,2.5,19.0,1,WOD,Other,24.0,0.24605602777024227,N/A,N/A,undetermined
1955,0.0,33.0,18.0,1,WD,Manual,264.0,0.24605602777024227,MHQ,NMLQ,upward
1963,3.0,30.0,20.0,2,WOD,Manual,240.0,0.24605602777024227,MHQ,N/A,undetermined
1929,2.0,33.0,22.0,1,WD,Agrarian,276.0,0.24605602777024227,MLQ,MLQ,no_movement
1945,1.0,33.0,27.0,1,WD,Manual,120.0,0.24605602777024227,MLQ,NMHQ,upward
1942,3.0,32.416666666666664,26.0,3,WOD,Manual,180.0,0.24605602777024227,MLQ,NMHQ,upward
1954,6.0,33.0,17.0,1,WOD,Manual,396.0,0.24605602777024227,MLQ,MLQ,no_movement
1962,12.0,31.0,22.0,2,WD,Other,72.0,0.24605602777024227,NMLQ,N/A,undetermined
1977,4.0,15.0,16.0,1,WD,Agrarian,72.0,0.24605602777024227,MLQ,N/A,undetermined
1974,5.0,14.5,27.0,2,WD,Agrarian,24.0,0.24605602777024227,MLQ,N/A,undetermined
1937,2.0,33.0,31.0,1,WD,Other,36.0,0.24605602777024227,MLQ,MLQ,no_movement
1971,8.0,22.0,22.0,2,WD,Other,36.0,0.24605602777024227,NMLQ,N/A,undetermined
1956,3.0,33.0,19.0,1,WOD,Manual,324.0,0.24605602777024227,MHQ,MHQ,no_movement
1946,6.0,33.0,27.0,5,WOD,Manual,321.0,0.24605602777024227,MLQ,MHQ,upward
1938,9.0,32.0,24.0,2,WD,Agrarian,12.0,0.24605602777024227,MHQ,NMLQ,upward
1930,2.0,33.0,19.0,2,WD,Manual,372.0,0.24605602777024227,MLQ,MHQ,upward
1937,6.0,30.75,22.0,3,WD,Manual,12.0,0.24605602777024227,MLQ,MLQ,no_movement
1961,12.0,31.0,14.0,1,WOD,Manual,192.0,0.24605602777024227,MHQ,N/A,undetermined
1963,6.0,29.5,36.0,2,WD,Manual,42.0,0.24605602777024227,MLQ,N/A,undetermined
1953,0.0,32.5,26.0,2,WD,Other,42.0,0.24605602777024227,MLQ,Unemployed,downward
1968,6.0,24.416666666666668,27.0,3,WD,Manual,53.0,0.24605602777024227,MLQ,N/A,undetermined
1933,3.0,30.583333333333332,16.0,13,WOD,Other,121.0,0.24605602777024227,MLQ,MLQ,no_movement
1972,9.0,17.0,26.0,1,WD,Other,12.0,0.24605602777024227,Unemployed,N/A,undetermined
1975,3.0,16.0,27.0,1,WD,Other,12.0,0.24605602777024227,MLQ,N/A,undetermined
1979,6.0,13.5,25.0,1,WD,Other,12.0,0.24605602777024227,NMLQ,N/A,undetermined
1946,0.0,33.0,28.0,1,WOD,Manual,384.0,0.24605602777024227,MLQ,MLQ,no_movement
1937,6.0,33.0,20.0,4,WD,Manual,168.0,0.24605602777024227,MLQ,NMHQ,upward
1971,6.0,14.0,21.0,7,WD,Manual,42.0,0.24605602777024227,NMLQ,N/A,undetermined
1956,3.0,33.666666666666664,19.0,1,WD,Manual,372.0,0.24605602777024227,NMLQ,NMLQ,no_movement
1959,9.0,34.0,18.0,2,WD,Manual,324.0,0.24605602777024227,MHQ,MHQ,no_movement
1968,12.0,25.666666666666668,21.0,1,WD,Other,204.0,0.24605602777024227,MHQ,N/A,undetermined
1960,4.0,31.0,18.0,1,WD,Manual,336.0,0.24605602777024227,MHQ,MHQ,no_movement
1944,2.0,36.0,26.0,1,WOD,Other,432.0,0.24605602777024227,Unemployed,Unemployed,no_movement
1964,9.0,29.0,23.0,1,WD,Other,228.0,0.24605602777024227,NMLQ,N/A,undetermined
1961,4.0,31.666666666666668,18.0,1,WD,Manual,324.0,0.24605602777024227,MHQ,N/A,undetermined
1974,5.0,20.0,20.0,1,WD,Manual,144.0,0.24605602777024227,MHQ,N/A,undetermined
1942,3.0,39.0,42.0,1,WD,Other,264.0,0.24605602777024227,N/A,MHQ,undetermined
1972,6.0,22.0,21.0,1,WD,Manual,156.0,0.24605602777024227,MHQ,N/A,undetermined
1970,17.0,28.0,26.0,1,WD,Manual,120.0,0.24605602777024227,MHQ,N/A,undetermined
1966,9.0,27.0,21.0,1,WD,Other,228.0,0.24605602777024227,MHQ,N/A,undetermined
1967,12.0,28.0,22.0,1,WOD,Other,204.0,0.24605602777024227,Unemployed,N/A,undetermined
1966,5.0,26.666666666666668,20.0,2,WOD,Manual,204.0,0.24605602777024227,NMHQ,N/A,undetermined
1934,3.0,31.666666666666668,41.0,6,WD,Agrarian,48.0,0.26594290447063546,MLQ,MLQ,no_movement
1963,6.0,28.0,18.0,8,WD,Agrarian,48.0,0.26594290447063546,MLQ,N/A,undetermined
1926,3.0,30.416666666666668,28.0,4,WOD,Agrarian,20.0,0.26594290447063546,NMLQ,NMLQ,no_movement
1945,3.0,33.666666666666664,45.0,4,WOD,Agrarian,32.0,0.26594290447063546,MLQ,MLQ,no_movement
1954,6.0,33.0,47.0,1,WD,Manual,48.0,0.26594290447063546,MLQ,MLQ,no_movement
1929,0.0,29.0,28.0,8,WD,Agrarian,44.0,0.26594290447063546,MLQ,MLQ,no_movement
1929,2.0,34.0,51.0,1,WOD,Agrarian,12.0,0.26594290447063546,NMLQ,MHQ,downward
1935,3.0,30.5,23.0,1,WOD,Agrarian,6.0,0.26594290447063546,MHQ,MHQ,no_movement
1951,6.0,34.0,51.0,1,WD,Agrarian,5.0,0.26594290447063546,MLQ,MLQ,no_movement
1956,3.0,31.0,17.0,1,WD,Manual,24.0,0.26594290447063546,Unemployed,Unemployed,no_movement
1969,6.0,25.416666666666668,22.0,1,WD,Other,5.0,0.26594290447063546,MLQ,N/A,undetermined
1961,17.0,29.0,17.0,1,WD,Manual,12.0,0.26594290447063546,MLQ,MLQ,no_movement
1971,9.0,20.0,26.0,1,WD,Other,36.0,0.26594290447063546,MLQ,N/A,undetermined
1965,8.0,29.916666666666668,34.0,1,WD,Other,11.0,0.26594290447063546,MLQ,N/A,undetermined
1974,6.0,21.0,26.0,2,WD,Manual,36.0,0.26594290447063546,NMLQ,N/A,undetermined
1943,3.0,29.75,37.0,12,WD,Other,108.0,0.26594290447063546,MLQ,NMLQ,upward
1947,5.0,28.666666666666668,35.0,9,WOD,Agrarian,70.0,0.26594290447063546,MLQ,MLQ,no_movement
1940,2.0,33.25,35.0,1,WD,Other,3.0,0.26594290447063546,MLQ,MLQ,no_movement
1956,9.0,31.0,29.0,4,WD,Other,84.0,0.26594290447063546,MLQ,MLQ,no_movement
1957,6.0,22.0,22.0,13,WD,Other,104.0,0.26594290447063546,MLQ,MLQ,no_movement
1939,3.0,26.5,31.0,9,WD,Manual,53.0,0.26594290447063546,MLQ,MLQ,no_movement
1953,6.0,34.0,25.0,1,WD,Manual,156.0,0.26594290447063546,MHQ,MLQ,downward
1977,8.0,17.0,22.0,1,WD,Manual,24.0,0.26594290447063546,MHQ,N/A,undetermined
1965,6.0,28.0,17.0,1,WD,Manual,48.0,0.26594290447063546,NMLQ,N/A,undetermined
1951,2.0,31.0,33.0,2,WD,Manual,36.0,0.26594290447063546,MLQ,MLQ,no_movement
1970,9.0,22.166666666666668,28.0,1,WOD,Agrarian,2.0,0.26594290447063546,MLQ,N/A,undetermined
1975,9.0,14.416666666666666,17.0,1,WD,Manual,5.0,0.26594290447063546,NMLQ,N/A,undetermined
1962,3.0,32.416666666666664,28.0,2,WD,Manual,41.0,0.26594290447063546,MLQ,N/A,undetermined
1962,6.0,31.416666666666668,30.0,1,WD,Manual,17.0,0.26594290447063546,MLQ,N/A,undetermined
1984,6.0,9.0,19.0,2,WOD,Agrarian,6.0,0.26594290447063546,N/A,N/A,undetermined
1974,6.0,21.0,26.0,2,WD,Manual,36.0,0.26594290447063546,MLQ,N/A,undetermined
1956,4.0,34.0,42.0,2,WD,Other,36.0,0.26594290447063546,NMHQ,NMHQ,no_movement
1976,12.0,18.0,20.0,1,WD,Other,60.0,0.26594290447063546,NMLQ,N/A,undetermined
1984,6.0,7.166666666666667,19.0,2,WOD,Agrarian,8.0,0.26594290447063546,N/A,N/A,undetermined
1951,5.0,31.666666666666668,29.0,4,WOD,Manual,20.0,0.26594290447063546,MHQ,MHQ,no_movement
1932,0.0,31.25,25.0,1,WOD,Agrarian,3.0,0.26594290447063546,MLQ,MLQ,no_movement
1960,9.0,37.083333333333336,19.0,2,WD,Agrarian,33.0,0.26594290447063546,MLQ,NMLQ,upward
1934,2.0,31.0,45.0,1,WOD,Manual,36.0,0.26594290447063546,NMLQ,MLQ,downward
1966,9.0,26.416666666666668,19.0,2,WD,Manual,29.0,0.26594290447063546,MLQ,N/A,undetermined
1971,9.0,24.0,30.0,1,WD,Manual,72.0,0.26594290447063546,MLQ,N/A,undetermined
1960,6.0,32.0,32.0,2,WD,Manual,60.0,0.26594290447063546,MLQ,MLQ,no_movement
1972,9.0,19.5,25.0,1,WD,Other,18.0,0.26594290447063546,NMLQ,N/A,undetermined
1940,3.0,34.0,38.0,1,WD,Manual,36.0,0.26594290447063546,MLQ,MLQ,no_movement
1968,9.0,23.0,18.0,3,WD,Manual,96.0,0.26594290447063546,MHQ,N/A,undetermined
1947,2.0,34.5,20.0,1,WD,Agrarian,6.0,0.26594290447063546,MLQ,MLQ,no_movement
1943,5.0,31.0,35.0,1,WD,Other,12.0,0.26594290447063546,MLQ,MLQ,no_movement
1941,3.0,32.5,29.0,2,WD,Other,84.0,0.26594290447063546,MLQ,MLQ,no_movement
1955,3.0,28.0,24.0,1,WD,Manual,36.0,0.26594290447063546,MHQ,MLQ,downward
1950,2.0,28.0,36.0,1,WD,Manual,216.0,0.26594290447063546,NMLQ,MHQ,downward
1932,4.0,31.0,40.0,1,WD,Other,48.0,0.26594290447063546,MLQ,MLQ,no_movement
1976,6.0,17.0,18.0,4,WOD,Other,108.0,0.26594290447063546,NMLQ,N/A,undetermined
1944,2.0,26.0,24.0,1,WD,Other,24.0,0.26594290447063546,NMLQ,MHQ,downward
1958,6.0,31.166666666666668,20.0,1,WD,Other,24.0,0.26594290447063546,NMHQ,NMHQ,no_movement
1971,6.0,22.583333333333332,13.0,1,WD,Manual,192.0,0.26594290447063546,MHQ,N/A,undetermined
1961,6.0,32.0,18.0,2,WD,Other,48.0,0.26594290447063546,N/A,N/A,undetermined
1974,12.0,21.0,17.0,2,WD,Manual,24.0,0.26594290447063546,MHQ,N/A,undetermined
1958,6.0,32.25,19.0,1,WD,Manual,12.0,0.26594290447063546,NMHQ,NMHQ,no_movement
1977,6.0,17.0,16.0,1,WD,Manual,36.0,0.26594290447063546,N/A,N/A,undetermined
1972,6.0,22.666666666666668,26.0,1,WD,Manual,8.0,0.26594290447063546,NMLQ,N/A,undetermined
1953,9.0,34.0,32.0,2,WOD,Manual,252.0,0.26594290447063546,NMLQ,MHQ,downward
1968,9.0,17.5,22.0,1,WD,Other,60.0,0.26594290447063546,Unemployed,N/A,undetermined
1944,2.0,24.0,50.0,1,WD,Manual,18.0,0.26594290447063546,NMLQ,Unemployed,downward
1944,3.0,34.0,26.0,2,WOD,Other,360.0,0.26594290447063546,MLQ,NMLQ,upward
1939,3.0,34.0,47.0,1,WD,Other,192.0,0.26594290447063546,MLQ,MLQ,no_movement
1934,3.0,33.0,34.0,1,WOD,Agrarian,336.0,0.26594290447063546,MLQ,MLQ,no_movement
1954,6.0,34.0,30.0,1,WD,Manual,12.0,0.26594290447063546,MLQ,N/A,undetermined
1961,6.0,34.0,22.0,1,WD,Manual,24.0,0.26594290447063546,MLQ,NMLQ,upward
1965,6.0,27.666666666666668,38.0,2,WOD,Agrarian,9.0,0.26594290447063546,MLQ,N/A,undetermined
1963,2.0,31.5,22.0,2,WD,Other,18.0,0.18750239053507656,NMLQ,N/A,undetermined
1964,6.0,25.666666666666668,31.0,6,WD,Agrarian,38.0,0.18750239053507656,MLQ,N/A,undetermined
1975,6.0,19.5,19.0,1,WD,Agrarian,6.0,0.18750239053507656,MLQ,N/A,undetermined
1976,6.0,18.0,14.0,3,WD,Manual,66.0,0.18750239053507656,MLQ,N/A,undetermined
1952,1.0,34.0,31.0,1,WOD,Manual,288.0,0.18750239053507656,MLQ,MHQ,upward
1935,2.0,34.0,50.0,5,WD,Manual,25.0,0.18750239053507656,MLQ,MLQ,no_movement
1961,9.0,34.0,17.0,1,WOD,Agrarian,348.0,0.18750239053507656,MLQ,MLQ,no_movement
1965,6.0,30.0,20.0,1,WOD,Agrarian,264.0,0.18750239053507656,MLQ,N/A,undetermined
1933,5.0,34.0,62.0,1,WD,Agrarian,84.0,0.18750239053507656,MLQ,MLQ,no_movement
1943,0.0,34.0,45.0,6,WD,Agrarian,53.0,0.18750239053507656,MLQ,MLQ,no_movement
1977,6.0,16.916666666666668,17.0,2,WD,Other,23.0,0.18750239053507656,NMHQ,N/A,undetermined
1953,1.0,29.166666666666668,27.0,10,WOD,Agrarian,110.0,0.18750239053507656,MLQ,MLQ,no_movement
1965,5.0,27.5,17.0,9,WOD,Other,138.0,0.18750239053507656,MLQ,N/A,undetermined
1968,2.0,26.0,20.0,3,WD,Agrarian,24.0,0.18750239053507656,MLQ,N/A,undetermined
1955,5.0,29.0,23.0,9,WOD,Agrarian,174.0,0.18750239053507656,MLQ,MLQ,no_movement
1954,6.0,34.0,47.0,3,WD,Agrarian,15.0,0.18750239053507656,MHQ,MHQ,no_movement
1968,6.0,16.5,17.0,10,WOD,Agrarian,77.0,0.18750239053507656,MLQ,N/A,undetermined
1972,7.0,18.5,21.0,1,WD,Agrarian,6.0,0.18750239053507656,MLQ,N/A,undetermined
1962,9.0,31.5,20.0,5,WD,Agrarian,66.0,0.18750239053507656,MLQ,N/A,undetermined
1971,6.0,22.333333333333332,25.0,4,WD,Agrarian,64.0,0.18750239053507656,MLQ,N/A,undetermined
1955,4.0,31.333333333333332,26.0,8,WOD,Agrarian,148.0,0.18750239053507656,MLQ,MLQ,no_movement
1979,6.0,12.666666666666666,24.0,1,WD,Agrarian,8.0,0.18750239053507656,MLQ,N/A,undetermined
1970,3.0,24.0,22.0,6,WD,Other,120.0,0.18750239053507656,MLQ,N/A,undetermined
1951,5.0,29.833333333333332,29.0,2,WD,Agrarian,10.0,0.18750239053507656,MLQ,MLQ,no_movement
1935,2.0,29.0,17.0,7,WOD,Agrarian,288.0,0.18750239053507656,MLQ,MLQ,no_movement
1955,6.0,33.416666666666664,38.0,1,WD,Agrarian,5.0,0.18750239053507656,N/A,NMHQ,undetermined
1984,9.0,10.5,22.0,1,WD,Other,6.0,0.18750239053507656,N/A,N/A,undetermined
1957,6.0,32.0,23.0,6,WOD,Other,72.0,0.18750239053507656,MLQ,MLQ,no_movement
1980,9.0,11.0,16.0,4,WOD,Manual,96.0,0.18750239053507656,MLQ,N/A,undetermined
1953,4.0,31.5,27.0,3,WOD,Other,291.0,0.18750239053507656,MLQ,MLQ,no_movement
1976,4.0,15.75,19.0,5,WD,Agrarian,75.0,0.18750239053507656,MLQ,N/A,undetermined
1969,9.0,23.0,15.0,2,WOD,Other,264.0,0.18750239053507656,NMLQ,N/A,undetermined
1973,6.0,22.0,14.0,1,WD,Other,240.0,0.18750239053507656,NMLQ,N/A,undetermined
1942,3.0,27.666666666666668,38.0,6,WOD,Agrarian,140.0,0.18750239053507656,MLQ,MLQ,no_movement
1963,6.0,32.0,28.0,1,WOD,Other,192.0,0.18750239053507656,MLQ,N/A,undetermined
1950,6.0,33.5,28.0,5,WOD,Agrarian,222.0,0.18750239053507656,MLQ,MLQ,no_movement
1942,1.0,29.916666666666668,36.0,8,WOD,Agrarian,32.0,0.18750239053507656,MLQ,MLQ,no_movement
1972,6.0,16.5,18.0,3,WOD,Other,126.0,0.18750239053507656,NMLQ,N/A,undetermined
1944,3.0,25.0,54.0,1,WD,Other,8.0,0.18750239053507656,Unemployed,Unemployed,no_movement
1958,1.0,27.0,29.0,6,WOD,Agrarian,111.0,0.18750239053507656,MLQ,MLQ,no_movement
1951,1.0,26.0,28.0,7,WOD,Agrarian,249.0,0.18750239053507656,MLQ,MLQ,no_movement
1976,9.0,16.0,23.0,1,WD,Manual,96.0,0.18750239053507656,MLQ,N/A,undetermined
1953,6.0,25.5,27.0,9,WOD,Agrarian,54.0,0.18750239053507656,MLQ,NMHQ,upward
1954,6.0,33.0,23.0,1,WD,Agrarian,24.0,0.18750239053507656,MLQ,MLQ,no_movement
1957,6.0,31.25,26.0,1,WD,Agrarian,3.0,0.18750239053507656,NMLQ,NMHQ,upward
1944,2.0,27.833333333333332,18.0,1,WOD,Agrarian,3.0,0.260623064792692,MLQ,MLQ,no_movement
1942,1.0,28.583333333333332,20.0,2,WOD,Agrarian,4.0,0.260623064792692,MLQ,MLQ,no_movement
1969,12.0,19.333333333333332,22.0,2,WD,Manual,66.0,0.260623064792692,MHQ,N/A,undetermined
1976,9.0,12.666666666666666,26.0,1,WD,Manual,8.0,0.260623064792692,MLQ,N/A,undetermined
